run_id,condition,family,mode,binary_run_label,window_label,nodes,seed,window_start_s,window_end_s,post_activation,app_tx_delta,app_rx_delta,app_missed_delta,app_reporting_nodes,radio_tx_count,radio_bytes,radio_interfered_count,unique_radio_senders,attacker_node16_radio_tx,root_node1_radio_tx,dio_rx_count,dio_tx_count,dis_rx_count,dis_tx_count,dao_rx_count,dao_tx_count,parent_switch_count,parent_switch_to_root_count,parent_switch_to_nonroot_count,unique_parent_targets,parent_found_events,no_parent_events,significant_rank_update_count,unique_dio_senders,unique_dio_receivers,dio_rx_rank_min,dio_rx_rank_mean,dio_rx_rank_max,dio_rx_rank_range,dio_rx_nonroot_count,dio_rx_nonroot_rank_min,dio_rx_nonroot_rank_mean,dio_rx_nonroot_rank_max,dio_rx_nonroot_rank_range,dio_rx_low_rank_nonroot_count,unique_low_rank_nonroot_senders,dio_tx_rank_mean,state_nonroot_rank_min,state_nonroot_rank_mean,state_nonroot_rank_max,state_nonroot_rank_range,state_low_rank_nonroot_pairs,state_low_rank_nonroot_senders,state_receivers_exposed_low_rank_nonroot,own_state_sample_count,own_rank_min,own_rank_mean,own_rank_max,own_rank_range,own_neighbor_count_mean,own_neighbor_count_max,topology_edge_count,topology_unique_parents,topology_max_parent_fanout,topology_root_direct_children,topology_mean_depth,topology_max_depth,sinkhole_attack_enabled_events,sinkhole_advertised_rank_events,blackhole_attack_enabled_events,blackhole_drop_events,grayhole_attack_enabled_events,grayhole_drop_events,increase_rank_attack_enabled_events,increase_rank_advertised_rank_events,dis_flood_attack_enabled_events,dis_flood_sent_events,dio_suppression_attack_enabled_events,dio_suppression_events,worst_parent_attack_enabled_events,worst_parent_selection_events,wormhole_attack_enabled_events,wormhole_endpoint_radio_events,sybil_attack_enabled_events,sybil_spoofed_dio_events,sybil_sent_dio_events
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED456789,ATTACKER_RELOCATED,blackhole,attack,1,0,16,456789,180,240,0,50,50,0,5,842,29223,1440,16,333,166,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,384,384.0,384,0,2,384,384.0,384,0,0,0,0.0,384,393.875,409,25,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED456789,ATTACKER_RELOCATED,blackhole,attack,1,1,16,456789,240,300,1,90,86,0,9,281,10272,622,16,88,1,7,1,0,0,0,0,0,0,0,0,0,0,0,7,1,128,348.8571,390,262,6,384,385.6667,390,6,0,0,256.0,384,385.25,390,6,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,1,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED456789,ATTACKER_RELOCATED,blackhole,attack,1,1,16,456789,300,360,1,130,5,0,13,263,9134,585,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,384,385.25,390,6,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED456789,ATTACKER_RELOCATED,blackhole,attack,1,1,16,456789,360,420,1,10,0,0,1,256,8746,550,15,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,384,385.25,390,6,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED456789,ATTACKER_RELOCATED,blackhole,attack,1,1,16,456789,420,480,1,140,0,0,14,270,9677,605,15,85,0,5,1,0,0,0,0,0,0,0,0,0,0,0,5,1,384,384.0,384,0,5,384,384.0,384,0,0,0,256.0,384,384.0,384,0,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED456789,ATTACKER_RELOCATED,blackhole,attack,1,1,16,456789,480,540,1,50,0,0,5,269,9416,582,16,85,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,128,128.0,128,0,0,0.0,0.0,0.0,0.0,0,0,0.0,384,384.0,384,0,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED567890,ATTACKER_RELOCATED,blackhole,attack,1,0,16,567890,0,60,0,0,0,0,0,647,28037,1061,16,238,109,57,9,4,0,0,1,1,1,0,1,1,1,0,9,1,128,34690.3684,65535,65407,53,401,37298.8491,65535,65134,0,0,29284.8889,401,444.125,498,97,0,0,0,1,307,307.0,307,0,1.0,1,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED567890,ATTACKER_RELOCATED,blackhole,attack,1,0,16,567890,60,120,0,0,0,0,0,848,30258,1247,16,330,165,11,1,0,0,0,0,0,0,0,0,0,0,0,9,1,128,396.1818,465,337,10,385,423.0,465,80,0,0,256.0,385,421.125,465,80,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED567890,ATTACKER_RELOCATED,blackhole,attack,1,0,16,567890,120,180,0,140,140,0,14,857,30346,1237,16,339,171,8,1,0,0,0,0,0,0,0,0,0,0,0,8,1,384,404.0,429,45,8,384,404.0,429,45,0,0,256.0,384,404.0,429,45,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED567890,ATTACKER_RELOCATED,blackhole,attack,1,0,16,567890,180,240,0,60,59,0,6,818,28357,1166,16,325,163,2,0,0,0,0,0,0,0,0,0,0,0,0,2,1,128,259.5,391,263,1,391,391.0,391,0,0,0,0.0,384,402.0,429,45,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED567890,ATTACKER_RELOCATED,blackhole,attack,1,1,16,567890,240,300,1,80,79,0,8,326,12029,556,16,103,8,7,1,0,0,0,0,0,0,0,0,0,0,0,7,1,384,386.7143,392,8,7,384,386.7143,392,8,0,0,256.0,384,387.25,392,8,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,1,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED567890,ATTACKER_RELOCATED,blackhole,attack,1,1,16,567890,300,360,1,140,8,0,14,244,8185,421,15,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,384,387.25,392,8,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ATTACKER_RELOCATED_BH_ATTACK_N16_SEED567890,ATTACKER_RELOCATED,blackhole,attack,1,1,16,567890,360,420,1,0,0,0,0,268,9181,460,15,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0.0,384,387.25,392,8,0,0,0,1,256,256.0,256,0,9.0,9,0,0,0,0,0.0,0,0,0,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
